"일자(stdr_de_id)","시간(tmzon_pd_se)","행정동코드(adstrd_code_se)","집계구코드(oa_cd)","생활인구합계(tot_lvpop_co)","남자0~9세(male_f0t9_lvpop_co)","남자10~14세(male_f10t14_lvpop_co)","남자15~19세(male_f15t19_lvpop_co)","남자20~24세(male_f20t24_lvpop_co)","남자25~29세(male_f25t29_lvpop_co)","남자30~34세(male_f30t34_lvpop_co)","남자35~39세(male_f35t39_lvpop_co)","남자40~44세(male_f40t44_lvpop_co)","남자45~49세(male_f45t49_lvpop_co)","남자50~54세(male_f50t54_lvpop_co)","남자55~59세(male_f55t59_lvpop_co)","남자60~64세(male_f60t64_lvpop_co)","남자65~69세(male_f65t69_lvpop_co)","남자70~74세(male_f70t74_lvpop_co)","남자75~79세(male_f75t79_lvpop_co)","남자80세이상(male_above_80_lvpop_co)","여자0~9세(female_f0t9_lvpop_co)","여자10~14세(female_f10t14_lvpop_co)","여자15~19세(female_f15t19_lvpop_co)","여자20~24세(female_f20t24_lvpop_co)","여자25~29세(female_f25t29_lvpop_co)","여자30~34세(female_f30t34_lvpop_co)","여자35~39세(female_f35t39_lvpop_co)","여자40~44세(female_f40t44_lvpop_co)","여자45~49세(female_f45t49_lvpop_co)","여자50~54세(female_f50t54_lvpop_co)","여자55~59세(female_f55t59_lvpop_co)","여자60~64세(female_f60t64_lvpop_co)","여자65~69세(female_f65t69_lvpop_co)","여자70~74세(female_f70t74_lvpop_co)","여자75~79세(female_f75t79_lvpop_co)","여자80세이상(female_above_80_lvpop_co)","등록일자(ldadng_dt)"
"20180509","18","11500641","1124054010001",73.1359,8.2277,5.4539,1.6965,0.1374,5.4239,10.1117,6.2283,20.3591,9.8577,34.7457,18.665,11.4931,1.6134,8.5922,3.1451,3.487,7.6421,0.739,5.6679,9.0262,1.1766,3.0204,12.8857,3.3097,29.5571,11.323,17.5936,1.2106,0.2094,5.8922,0.9643,27.8815,"2021-08-17 16:06:44"
"20171021","18","11710550","1111051020202",67.1142,29.471,17.1656,6.1178,3.3596,1.0265,8.8109,16.2688,30.2576,26.8398,8.3367,14.6856,43.7511,9.2454,5.4372,9.0242,0.4444,1.534,0.5754,26.5798,94.2528,42.0052,11.1217,14.0065,5.4431,4.4756,6.0586,49.5659,7.8955,3.3668,31.6054,0.0354,60.8165,"2021-08-17 16:06:44"
"20180118","22","11260620","1109071020012",1565.8248,8.9839,52.6619,10.9559,2.5538,0.0013,10.1352,65.1131,47.9675,33.8272,16.8907,33.7971,1.7032,0.7726,15.3256,5.5449,4.1008,0.5414,30.9064,77.8127,879.9645,3.2878,3.2934,3.1595,22.4793,0.8152,8.0029,1.1364,5.4317,19.0242,14.202,0.5337,6.0197,"2021-08-17 16:06:44"
"20180323","02","11260680","1119068030003",408.542,0,2.4805,15.1273,0,55.8363,53.9306,16.556,0.1309,6.7508,56.7775,10.616,10.4956,11.5265,6.0155,4.7244,10.3063,39.366,12.9591,14.7526,12.2989,12.7894,7.6795,16.5023,61.9837,29.9561,9.9026,41.695,13.2943,6.5227,13.5433,0.6781,17.3959,"2021-08-17 16:06:44"
"20180827","16","11170570","1124079030118",83.1422,0.7209,11.0547,0.3736,3.2267,7.7857,16.1673,9.3095,31.4168,7.6621,2.2586,54.2198,22.8578,7.3869,4.5316,6.6499,8.1543,5.3876,5.0993,0.0714,2.4418,9.9667,19.8212,6.2975,40.3976,4.4576,17.6844,13.4572,1.079,10.435,7.3604,4.9373,5.341,"2021-08-17 16:06:44"
"20180611","04","11230560","1105059010001",405.2932,8.0535,9.9965,12.2647,20.305,3.4703,6.7986,11.2204,3.9666,11.6477,13.5232,10.6637,17.194,2.689,12.4344,7.4655,0.566,0,24.9588,12.4378,17.0036,8.0835,0.1854,36.7533,0.2005,9.9182,12.2587,9.8976,93.5285,17.2297,0.0389,2.2277,37.2057,"2021-08-17 16:06:44"
"20170406","11","11260680","1125058020113",746.793,16.9678,4.0998,1.5042,17.8882,42.2506,0.7734,8.8018,11.4575,24.4903,13.1295,5.2561,2.9288,8.1995,26.0916,16.7855,7.59,3.4549,1.0468,6.2677,28.6899,13.8275,7.6531,99.8998,5.711,17.7197,10.305,26.7638,1.9476,16.7177,6.9457,5.6817,1.5669,"2021-08-17 16:06:44"
"20191020","23","11305630","1121054010206",0.372,21.6724,56.7788,3.2512,9.2436,4.1741,15.013,4.0659,1.39,97.07,8.0574,0,15.0213,28.3607,0.6788,46.7306,7.7368,2.2635,10.2192,38.8213,9.5335,11.09,0,22.0121,152.0525,5.6205,0.2137,2.1001,11.8888,11.2026,7.0389,28.2059,2.2327,"2021-08-17 16:06:44"
"20200517","11","11740700","1104072010013",310.787,1.9161,0.004,11.5164,9.5721,62.8187,7.0693,9.4683,3.5779,0.4237,31.7324,4.343,0,7.4727,1.9384,8.7051,0.1713,0.5063,6.7032,2.2878,103.3602,36.7584,8.4963,65.2148,4.2401,7.9396,41.0464,48.861,30.008,13.3077,0,3.3109,8.7087,"2021-08-17 16:06:44"
"20200725","01","11560660","1112052010002",31.1869,2.1719,40.0642,10.8573,0.6007,0.0322,9.621,4.4113,17.6421,13.013,20.0189,0.5275,6.4242,2.7877,9.7454,0.9876,1.5986,46.1687,1.598,33.2528,11.7502,56.1991,14.2846,3.3829,2.8147,0,5.9764,5.9113,9.9211,21.131,5.5087,0.1928,0.1948,"2021-08-17 16:06:44"
"20191102","06","11140645","1113064020401",398.1898,16.2975,8.9447,0.5148,0.966,10.7993,59.4895,3.9187,3.7946,75.2491,0.5539,21.4267,3.8953,45.3036,4.3632,3.6799,2.241,0.0236,3.8123,9.6259,27.1864,188.1319,0.0743,15.4511,13.2424,45.5954,11.5402,33.5366,5.5654,15.8883,2.4065,5.5547,14.3376,"2021-08-17 16:06:44"
"20190813","13","11560620","1103072010101",506.5622,31.8868,53.8732,2.9358,8.1449,4.292,2.669,14.7881,10.7869,13.5451,73.6488,10.7322,11.3379,11.1893,0,2.8254,2.3505,11.5056,5.0487,41.055,15.8486,75.6957,63.2111,67.5952,11.4246,7.7166,3.231,9.2205,0.222,8.068,17.9841,19.9267,12.7222,"2021-08-17 16:06:44"
"20200411","14","11740570","1110064050012",1366.7424,10.8791,7.4792,0.8134,16.7097,37.46,14.6182,2.4959,14.6648,21.2446,7.2322,1.6139,11.2665,0.1692,2.0977,12.7071,15.9477,15.5154,3.6479,24.2789,18.1833,5.16,32.0469,69.3797,0.1879,5.8184,40.6834,15.2324,4.1339,19.7984,14.1861,2.7476,29.476,"2021-08-17 16:06:44"
"20190610","17","11590550","1109070030009",0.0058,2.1238,0.3033,6.2669,4.2465,34.7088,4.9448,32.5478,133.0862,56.8694,4.4518,0,0,11.4448,1.5233,5.0859,4.0711,1.231,8.7799,10.9438,16.9143,2.4623,12.711,9.977,59.0717,16.2227,28.8675,0.1872,16.0061,11.8571,8.2021,11.99,19.6873,"2021-08-17 16:06:44"
"20200525","06","11320515","1110055030010",516.78,18.3806,2.9916,1.2275,2.0345,0.2846,4.396,3.9016,2.4827,4.612,0,5.8279,17.6348,6.7456,20.5131,13.0215,2.6248,0.584,8.1309,0.686,19.1047,29.059,0.2597,6.7385,4.8723,3.0408,5.718,14.5215,0.9799,13.8452,12.9551,7.2038,5.6409,"2021-08-17 16:06:44"
"20201214","16","11470530","1107064030102",628.8926,33.4192,0.0228,60.5722,32.1909,21.2565,3.7943,30.7512,2.663,34.1193,22.2045,11.9825,7.0105,0.9315,4.7112,4.1685,8.0789,4.808,0.9768,7.4446,18.079,15.4052,21.9715,25.649,102.2795,17.4703,1.3571,48.7053,18.4274,9.5816,0.5723,9.1836,7.4382,"2021-08-17 16:06:44"
"20201209","04","11440680","1108072030407",777.3827,1.3538,5.2078,5.1405,46.8572,8.0809,13.2449,4.9015,41.0337,44.3016,4.0951,12.9529,1.0676,4.0603,17.3281,7.63,4.8362,5.6241,8.3899,5.8468,4.2363,27.7993,5.7509,21.159,6.2512,15.3486,7.4426,0.0035,15.4649,8.7795,14.7939,6.953,0.2663,"2021-08-17 16:06:44"
"20170612","10","11290705","1112074030013",277.9847,2.5123,18.1016,9.1747,6.7209,17.6408,11.2165,3.4111,16.3025,79.1483,0.0756,12.9185,2.7089,4.231,0,7.8767,5.8833,38.8126,8.6611,5.9788,1.74,39.1337,8.2336,29.3949,0.509,18.6066,25.2386,11.6257,0.512,10.3135,10.1526,0.2314,0,"2021-08-17 16:06:44"
"20171024","02","11470640","1107061020002",824.4184,23.1156,9.8201,51.2065,1.4674,10.9867,7.1893,10.244,20.7294,15.2529,10.8312,14.7074,6.0439,14.1125,26.255,9.772,3.0581,27.1423,6.2152,9.5532,2.0828,4.4063,7.1537,61.944,16.0926,16.2298,6.0683,0.1135,16.6632,22.6524,6.9107,1.2002,8.8458,"2021-08-17 16:06:44"
"20210518","01","11110600","1115052010008",317.4847,23.9555,6.6087,9.6539,8.8366,82.1743,17.6276,33.3431,13.8664,9.9161,15.3339,22.3087,10.7903,0.228,2.0314,2.9311,13.4557,2.0794,4.4401,3.5117,14.325,52.4142,48.0526,60.4135,12.6748,26.2014,0.0516,15.0186,57.6686,5.2135,32.5113,7.4466,1.85,"2021-08-17 16:06:44"
"20190114","15","11350630","1117054010505",18.7354,11.534,0.7333,41.1261,0.7387,4.5685,7.8909,22.1373,8.0098,9.9975,30.217,21.3913,2.1006,3.6486,7.7493,6.4059,0.3068,13.5137,33.6716,12.3435,163.3565,39.3591,13.5316,6.5695,23.9551,97.35,34.1285,0,2.1761,53.6295,1.6516,8.1868,40.6581,"2021-08-17 16:06:44"
"20191205","06","11260690","1107071040003",370.4069,50.8976,5.2559,0.6803,7.6603,2.3372,0,13.1461,4.0097,34.2287,22.3515,9.0287,8.4977,0.1358,14.955,3.6748,4.6316,29.6832,5.2711,2.0186,1.1997,21.0792,3.3527,3.3289,9.9055,45.6602,11.06,35.1842,14.5803,7.9778,16.8761,4.0892,34.3597,"2021-08-17 16:06:44"
"20190405","18","11380690","1115061020016",21.226,2.119,24.3732,0,16.1569,2.6444,42.7121,3.0004,10.3282,0.4726,16.4156,7.0678,4.7837,0.1239,0.1495,4.0827,1.7127,16.5607,0.1635,11.4669,0.7333,24.1099,5.0508,15.1883,36.5722,2.8478,21.3975,16.1114,0.2965,0.5204,7.4683,0.0016,13.2639,"2021-08-17 16:06:44"
"20190330","21","11320690","1105058010003",86.28,53.6355,9.4057,26.011,3.449,1.7922,15.7308,27.1172,9.8289,2.646,38.1472,9.9205,41.6713,2.0554,0.0867,0,6.5326,51.711,8.6113,10.3672,35.4613,8.4059,115.1315,6.3255,51.1382,10.1878,15.2877,113.2134,6.88,58.2116,74.756,8.4823,0.6366,"2021-08-17 16:06:44"
"20181211","22","11560540","1119074050006",0.7604,54.8273,89.9342,11.9459,12.6408,8.017,0.0048,23.5096,10.4552,13.3218,0.4631,7.6559,13.8216,9.2858,4.6381,1.4817,7.4766,4.0746,53.4503,14.682,3.9089,5.2852,4.9969,1.4197,21.4191,8.6526,1.8389,16.7241,11.091,25.6814,21.5717,11.7071,226.2039,"2021-08-17 16:06:44"
"20210211","02","11620745","1124064020006",1655.3044,11.8173,1.288,0.1472,7.877,5.9064,6.1888,0.3635,18.6343,13.366,13.3752,8.3768,6.0632,9.5841,6.9517,1.9569,5.6943,23.8004,15.4521,0.4768,2.4566,9.0126,0.9712,39.1002,6.0575,4.9062,37.8242,5.2411,38.5508,0.8612,11.6205,0.3226,10.3449,"2021-08-17 16:06:44"
"20200123","09","11590520","1125051020202",406.4608,1.874,28.11,12.2948,11.6562,10.5684,2.927,74.5008,111.709,79.8763,73.4074,7.896,13.8886,0.8554,2.3713,15.4755,9.1022,20.3997,8.2068,23.564,18.7687,26.374,36.917,17.6846,13.0035,14.5329,3.3372,37.5799,3.7879,1.5979,52.5708,1.2664,6.7635,"2021-08-17 16:06:44"
"20181109","04","11500535","1121057030008",664.1944,1.1059,11.4553,5.4422,1.1199,7.8933,18.0697,72.7382,3.4687,0.3777,20.7109,1.0329,111.5698,7.5035,7.1196,3.2677,6.8684,6.9672,0.3993,1.1458,7.1489,120.8421,30.9358,31.5224,112.9688,47.2501,16.6937,10.7698,17.2178,38.6977,3.9566,1.0922,9.6461,"2021-08-17 16:06:44"
"20200420","18","11305590","1124080010106",767.4828,13.692,0.1228,18.4272,16.6317,0,2.2582,0,5.8027,0,4.811,14.1907,7.8101,7.3147,4.3667,4.0347,2.8046,18.5339,1.1803,7.5143,1.7203,21.2912,2.8131,7.0001,24.4923,54.3715,5.2502,10.2094,10.9229,2.3353,5.6808,4.3039,17.5975,"2021-08-17 16:06:44"
"20181024","10","11620685","1122063040201",139.9382,8.3897,4.5788,2.2346,13.8772,26.913,39.6376,7.1159,9.101,25.2394,24.0184,36.7848,23.37,17.6092,0.478,0.1517,6.7426,21.7173,11.0294,1.4722,13.8879,12.956,6.9901,6.587,11.4557,14.2467,15.3343,5.0883,16.2107,8.1856,21.6046,5.1505,1.5415,"2021-08-17 16:06:44"
"20170728","04","11740640","1114073011601",720.4201,39.0662,1.6484,10.6441,3.2093,18.5956,231.353,87.2882,3.7206,13.425,12.8764,12.1012,15.0783,13.1671,15.5259,61.0598,0.0341,1.6743,1.285,12.3003,74.5184,30.3743,9.2908,25.968,10.9482,6.2061,17.5455,18.9513,42.1001,5.28,1.2296,8.3607,2.5542,"2021-08-17 16:06:44"
"20170114","13","11215850","1121064020010",3.2861,0.8931,0,0,0,25.7647,26.4582,131.5654,9.6421,27.215,18.6188,42.6305,13.3766,3.55,2.5476,10.2485,10.0857,164.0795,3.0149,0.8911,6.0289,0.0257,7.9676,1.3173,32.2075,9.8561,11.4491,2.1314,11.7624,2.7284,12.0665,5.3405,1.99,"2021-08-17 16:06:44"
"20170708","12","11590560","1111065040101",623.7572,10.9521,2.4043,2.7421,0.9125,79.3917,5.5784,2.0577,21.4489,28.7733,27.6496,8.3951,8.5914,21.4783,8.659,7.1293,3.0741,24.6868,23.4587,5.241,1.2818,13.6275,21.5736,2.2892,2.226,19.1413,18.7457,29.627,26.2919,35.2106,17.1879,38.7922,5.2733,"2021-08-17 16:06:44"
"20190420","02","11680740","1101056020022",847.606,17.0015,2.3946,0,1.4697,12.6186,47.8307,35.2188,15.1022,31.6904,5.4553,8.582,4.6226,17.868,8.8161,13.0899,4.8262,8.9138,0.9584,25.5103,37.8603,60.9954,7.7112,73.7845,8.8089,0.217,7.1804,6.6038,0.0023,8.9155,23.9427,0.0153,46.1341,"2021-08-17 16:06:44"
"20171231","14","11680690","1112052040001",270.6734,0.1041,4.2028,0.2232,17.5889,103.5765,32.4523,0.9864,23.0782,57.5882,2.9634,1.64,19.2322,1.9276,4.0436,4.7851,3.0547,14.8398,2.2705,3.6972,38.1635,6.7637,11.5008,24.9356,21.3918,21.8338,0.2776,27.598,15.2889,3.7624,10.4828,31.6245,11.9412,"2021-08-17 16:06:44"
"20170223","05","11470560","1108060020004",248.7751,22.2098,2.543,0.5101,39.0419,32.2219,6.3782,12.5488,8.9505,9.1143,18.0401,3.6406,0,4.7768,9.5303,2.4314,0.5647,29.5932,2.4817,0.9521,16.6945,37.8859,150.6353,1.2095,2.4503,7.4421,3.2319,4.2589,8.4994,2.7307,17.6437,6.544,22.6476,"2021-08-17 16:06:44"
"20210125","04","11140590","1115070010502",325.6934,16.1675,6.6008,23.0798,26.2324,19.6782,7.0659,14.5006,0.0408,26.2782,0.475,0.6016,2.458,15.3446,10.0367,3.674,7.0633,22.2791,12.2617,31.7141,0,19.804,9.5256,16.0166,0.004,10.7566,18.1718,12.3838,0,0.5002,9.1341,0.1876,2.8884,"2021-08-17 16:06:44"
"20170306","13","11140625","1120069010302",121.0932,11.1196,5.4728,24.1898,14.1349,1.8727,0.2829,7.9445,10.8472,15.7956,5.0193,16.6138,0.6005,4.6403,5.9194,6.1314,11.8737,11.6966,6.9539,23.3267,11.675,8.4484,26.8198,3.8076,0.0072,22.0784,25.1498,2.3222,16.7753,3.6327,16.4267,11.7781,25.8273,"2021-08-17 16:06:44"
"20170112","08","11230545","1120073020201",183.6538,64.1677,16.6423,13.0121,10.8813,74.4329,4.5769,18.4071,12.6167,0.8198,29.4935,0.1119,0.0128,3.6142,0.019,0.0002,31.0148,4.6057,4.7384,3.8014,10.9112,10.5349,7.2347,30.5203,6.1735,33.1356,0.0009,46.9347,4.034,6.5378,6.3262,14.4669,21.1275,"2021-08-17 16:06:44"
"20210705","18","11740550","1124052030402",75.7901,23.7338,7.1303,6.7857,14.3911,1.2911,14.9121,7.6172,13.8858,6.9609,40.4264,14.4481,13.4441,59.7274,4.544,3.5845,2.2097,62.5797,15.5044,1.1319,37.987,0,35.0169,0.0084,8.8679,4.7334,9.6352,20.9585,8.6004,4.6322,1.4381,14.1959,17.5858,"2021-08-17 16:06:44"
"20180804","01","11710600","1111069010014",446.8508,1.8897,31.0159,29.0931,10.6924,11.4337,23.9259,0,17.9553,16.403,12.2523,3.8904,13.5444,18.6961,23.4086,23.243,9.7368,3.1668,1.9033,20.4284,0.998,32.9081,0.0685,3.5848,21.449,23.2909,60.4138,4.7128,92.153,7.6523,18.7495,8.6945,8.2535,"2021-08-17 16:06:44"
"20170804","12","11620525","1118058010306",0.8089,13.8054,10.9089,3.9285,18.8383,11.5264,7.9485,46.0463,17.9452,40.5168,97.9845,26.1326,46.3049,9.6561,6.815,4.2085,5.5763,6.0768,2.907,3.8488,21.4426,4.0134,40.1018,128.8064,7.0135,14.5864,12.6899,9.2248,14.2466,0.2562,13.2078,19.8113,7.2807,"2021-08-17 16:06:44"
"20200329","06","11380560","1106082040001",2228.7185,8.8008,7.0174,5.6227,1.18,13.0293,29.5969,1.7964,5.4303,9.2895,6.526,9.6268,3.1954,4.3678,0,12.251,3.5981,12.7317,7.9621,1.9649,17.5605,19.2823,15.0984,0.2333,3.8377,10.1295,8.9036,9.7149,0.0201,8.564,4.6981,9.4865,21.9198,"2021-08-17 16:06:44"
"20170419","07","11230600","1116072020209",669.3705,0,2.7538,8.2542,3.8328,15.1098,24.3734,23.0629,0.0272,45.2173,3.7156,14.4197,17.2755,6.1723,10.5151,29.2201,2.337,9.1182,6.1932,1.3603,44.7115,23.1954,1.453,45.409,5.7802,30.5496,21.7374,7.1759,8.2592,2.8044,1.0922,5.391,11.6846,"2021-08-17 16:06:44"
"20191215","08","11140605","1124059030120",3.8921,16.6966,7.701,5.2235,27.7745,24.2489,70.2941,8.7502,16.3569,4.4229,14.3271,18.747,22.8993,0.012,1.2229,13.3204,3.0053,3.2915,5.6273,63.1572,138.0386,42.5589,21.1541,8.7606,3.1979,49.4771,1.6525,10.3465,4.9079,8.5398,7.4636,1.4041,5.1536,"2021-08-17 16:06:44"
"20200611","00","11620525","1123076020301",45.4933,7.8169,2.3447,13.6751,13.7783,0.5661,31.6139,3.9487,31.456,15.376,57.7155,13.0576,16.7153,3.685,9.7521,3.2967,3.1392,0.8582,63.1929,13.0343,14.8754,5.1949,17.1121,22.6735,9.7518,0.7436,11.6512,125.1724,9.6491,0.3468,10.2957,1.7118,15.8618,"2021-08-17 16:06:44"
"20190415","21","11230536","1112071030212",2085.4572,3.3884,0,11.7617,3.1087,3.6294,2.9016,26.2468,1.0728,5.6566,37.3261,64.5303,30.509,9.2069,2.5749,20.7774,0.0072,17.8761,14.1302,9.1632,18.8738,5.6728,8.9515,21.4587,4.91,48.8234,20.9956,19.182,9.0738,11.5902,20.7307,2.8346,8.0001,"2021-08-17 16:06:44"
"20170120","17","11740685","1114063040002",19.8578,86.3958,1.6385,13.6674,13.1856,0.9027,14.3866,9.8794,26.8944,41.8099,8.023,6.2016,4.1089,3.4515,0.301,7.0806,3.7881,19.6203,2.1272,17.063,7.0272,36.5216,25.3103,34.0785,0.3844,22.4384,16.712,8.3606,4.2719,104.7626,18.1574,15.1873,1.6941,"2021-08-17 16:06:44"
"20190327","11","11230560","1117056020007",1398.3094,11.2592,25.1832,19.1054,5.7555,51.1001,9.0165,23.6549,19.9291,6.9378,3.8755,10.8229,9.1779,5.8221,17.7496,2.5157,3.8704,35.4264,0.4366,16.1108,10.9471,0,5.8995,0.2433,16.3633,5.9035,9.1557,29.7711,7.1099,11.3225,2.2679,5.3521,0,"2021-08-17 16:06:44"
"20190605","07","11710580","1123076010601",691.1947,19.6816,0.1765,0,1.0965,3.4778,16.7738,36.1927,0.6857,54.2027,12.2734,0.619,1.8778,3.2293,17.9437,4.0183,0,2.5496,5.3949,7.9034,63.0026,5.143,18.0509,3.5382,6.6857,5.2574,14.7406,21.5909,14.3304,4.5486,0.2618,1.3681,11.9042,"2021-08-17 16:06:44"
"20180107","09","11410720","1106084020109",187.7272,6.025,2.9497,2.3753,16.4403,49.3917,16.8956,3.2226,21.6302,33.1715,27.7564,4.9597,23.3513,2.1768,6.3558,0.3521,7.4956,21.5646,2.7702,24.7938,2.4487,23.0926,24.4091,10.2993,8.9604,110.2685,5.3666,0.4149,2.2015,32.9795,0.0047,6.4771,6.7557,"2021-08-17 16:06:44"
"20180605","01","11650651","1116065010201",1386.7631,19.2866,7.2028,11.4853,21.1352,0.1403,6.2833,40.7369,1.229,0.0079,0.8988,11.113,1.5458,9.7818,14.9626,9.3332,5.9015,51.8193,0.9044,1.6935,1.8929,1.0423,60.1417,17.8082,49.3682,20.2083,6.464,25.0187,31.4656,23.8641,0.8673,7.5028,0,"2021-08-17 16:06:44"
"20180318","13","11350625","1123065040003",345.2727,38.3108,1.6278,0.1642,106.2495,20.9921,22.5584,14.1155,10.8821,0.3624,12.6461,12.9634,126.0135,15.9518,1.9999,3.1211,4.8684,30.0071,1.0077,9.9313,1.8337,12.9448,66.5936,9.7557,9.0315,1.5111,12.3326,3.3954,9.1478,16.6292,54.2059,11.9914,6.925,"2021-08-17 16:06:44"
"20200228","00","11650540","1117072020501",8.5108,20.2587,0.7895,16.2779,2.2567,6.7011,1.5583,17.0648,48.4836,3.3815,11.0587,5.2737,9.9753,6.7668,6.4905,21.5057,6.6795,4.145,5.153,3.4204,7.9292,12.9562,27.4355,8.8431,19.777,12.9925,9.1025,21.9196,24.6615,2.1055,6.4054,2.1082,6.5476,"2021-08-17 16:06:44"
"20210118","23","11620735","1107062060005",789.8447,15.0856,1.5552,1.641,14.8003,8.612,11.4121,8.5994,23.1904,6.6108,30.8653,16.7695,8.565,3.9195,5.001,0.6672,3.0989,18.5766,8.1822,10.7948,6.6413,7.1195,7.4198,10.7097,22.9228,13.5704,1.7115,6.5802,19.2219,29.7017,4.0543,0.1545,0.647,"2021-08-17 16:06:44"
"20210614","14","11290760","1121073020002",162.6237,45.7153,18.5918,6.8891,0,1.5558,7.1323,27.8444,21.7975,0.7978,14.1133,30.3031,1.3865,9.9072,4.3466,23.614,5.9256,0.319,0.1049,9.5199,0.3041,9.2389,32.0978,12.4052,22.1848,16.6212,100.2506,10.4821,16.3036,13.9411,0,3.6956,30.4475,"2021-08-17 16:06:44"
"20210822","23","11530740","1113073010025",123.7028,0.1391,10.6472,11.5963,2.0231,22.4649,0.5542,31.3718,5.9611,28.0155,37.813,28.5389,0,3.1338,8.6927,9.7075,4.9996,15.5305,3.04,11.3215,6.5457,9.2936,17.7522,59.2099,20.1356,4.4877,6.661,13.2925,3.0726,14.7547,13.4777,10.9836,0.3484,"2021-08-17 16:06:44"
"20200526","18","11290725","1102071020102",336.5016,11.2567,1.2848,6.7517,0.4376,165.2253,37.0427,7.6979,25.9738,0.7597,25.8411,10.1628,2.2701,6.1731,13.8613,4.4743,7.7974,17.5456,9.6696,14.7582,8.3029,10.5685,20.4201,22.0998,6.613,1.3694,35.1903,15.7907,34.3927,28.1986,8.0952,8.5466,2.9541,"2021-08-17 16:06:44"
"20210408","04","11350600","1117062010901",6.7921,17.8568,33.699,4.6822,7.5347,9.3928,39.0547,0.5985,20.8261,12.7646,0.1755,18.7438,2.3526,3.4353,14.2678,18.6401,4.3201,7.3283,0.5286,0.0411,15.4384,12.4263,4.7235,24.5328,15.9446,8.3731,147.3128,62.1088,14.6951,11.1271,1.1726,18.3558,11.0917,"2021-08-17 16:06:44"
"20180821","22","11350640","1116053020002",322.4187,14.6341,32.3931,15.7413,0,22.0755,0.1665,59.6641,0.6047,0.3059,14.7014,3.6743,64.9889,8.8478,7.2981,6.7591,11.6177,9.3393,1.5794,0.7946,6.8677,27.1659,30.6974,36.9824,1.0482,1.0258,13.3285,3.802,5.5571,24.2985,15.0555,0.0014,0,"2021-08-17 16:06:44"
"20210116","11","11305660","1112073030006",521.016,16.5232,1.7332,9.1885,17.442,1.5286,2.1753,13.4433,5.2055,9.8062,1.0953,8.6043,2.9198,1.6058,2.8198,0.5459,2.2226,23.203,1.7493,10.6649,9.1492,25.8638,67.9782,28.2161,28.4923,11.2581,43.3907,17.8502,16.9948,2.2227,12.2343,5.8971,6.3367,"2021-08-17 16:06:44"
"20200409","15","11380690","1122058020107",403.7696,4.2785,1.384,6.1221,8.6891,2.4596,0.2225,12.1896,37.7346,22.8294,0.7094,11.8675,9.1755,16.1955,8.4157,2.6333,7.2624,105.5836,1.0895,0.0143,33.5364,4.6004,16.5302,19.9169,25.7924,6.1732,0.927,13.3967,11.0842,0,1.4715,4.1236,3.3317,"2021-08-17 16:06:44"
"20190214","13","11560650","1120068030003",256.0149,16.0989,12.3242,0.2325,3.8776,6.0525,0.203,7.5601,25.0659,9.8531,1.8946,42.1149,2.0831,9.2663,6.838,3.8435,0.7944,38.9683,29.2909,66.037,3.02,1.4253,1.3761,5.171,2.4855,76.2169,2.2932,11.5012,3.0113,3.6842,4.2024,13.0068,4.4461,"2021-08-17 16:06:44"
"20180513","20","11350665","1111053030208",189.9654,5.1787,6.9185,0,4.9882,12.2556,14.0927,66.2437,157.9551,9.9356,21.1853,33.016,15.809,3.1368,10.7113,6.5627,3.7006,14.3665,8.6656,2.6413,17.0354,30.6163,6.0629,0,0,9.3246,4.8446,18.0097,7.6371,24.5934,30.4045,61.2555,9.625,"2021-08-17 16:06:44"
"20180610","21","11200660","1124056020009",1186.4004,36.7111,2.3799,13.327,9.9946,30.794,9.4902,13.4422,16.9921,28.1509,20.1301,0,25.1336,10.225,21.6068,0.6588,0.6838,29.9708,6.0638,13.4317,74.8833,2.9435,1.7986,22.8016,23.0685,29.4002,4.5916,32.2697,1.6506,7.068,2.7828,5.72,10.4302,"2021-08-17 16:06:44"
"20171019","14","11680720","1122065020018",522.4118,10.5173,2.219,7.2561,3.5116,34.654,6.8561,32.1335,2.866,18.4851,7.5015,7.0468,25.0835,12.0153,19.3889,5.2365,1.1581,0.291,0.3477,25.9018,9.7639,6.3805,20.6636,4.2719,6.7823,1.6433,17.4267,7.3327,52.2745,0,1.755,18.8368,11.6332,"2021-08-17 16:06:44"
"20190927","16","11140645","1108084010004",95.5748,4.164,4.6533,27.6406,3.1992,177.4076,8.5745,6.6211,30.5745,40.6054,0,49.7068,120.8518,1.3487,7.5163,1.3242,1.786,15.2364,23.3909,1.888,3.8338,71.946,4.3146,83.2159,26.1528,9.4578,17.061,23.9522,9.8021,10.2925,8.6124,20.0597,4.9891,"2021-08-17 16:06:44"
"20190925","20","11560680","1112059020011",79.7507,38.8214,14.6392,64.3624,136.656,8.8145,28.6359,9.283,3.4407,34.8841,3.6771,47.4857,0,11.0786,7.625,3.3154,20.2869,0.5726,3.598,9.8321,211.7041,2.1159,3.557,52.1728,45.3543,10.2533,7.7272,29.2075,4.2701,4.665,0.5866,1.6405,10.3889,"2021-08-17 16:06:44"
